carat,cut,color,clarity,depth,table,price,x,y,z,L/W,color_scale,grams,ppg,clarity_scale,cut_scale
1.01,Premium,I,SI2,62.6,58.0,3818,6.43,6.38,4.01,1.0078369905956113,6,0.202,18900.9900990099,7,4
1.5,Premium,F,SI2,61.4,60.0,9374,7.34,7.28,4.49,1.0082417582417582,3,0.30000000000000004,31246.66666666666,7,4
0.74,Ideal,E,VS1,62.2,55.0,3888,5.79,5.82,3.61,0.9948453608247422,2,0.148,26270.27027027027,4,5
0.72,Premium,E,VS2,62.5,59.0,3078,5.7,5.73,3.57,0.9947643979057591,2,0.144,21375.0,5,4
0.9,Very Good,E,SI2,59.5,61.0,3139,6.24,6.3,3.73,0.9904761904761905,2,0.18000000000000002,17438.888888888887,7,3
0.42,Ideal,F,SI2,62.1,56.0,663,4.8,4.83,2.99,0.9937888198757764,3,0.084,7892.857142857142,7,5
0.31,Ideal,H,IF,62.2,54.0,789,4.38,4.4,2.73,0.9954545454545454,5,0.062,12725.806451612903,1,5
0.72,Ideal,H,SI2,61.3,56.0,2372,5.75,5.77,3.53,0.9965337954939342,5,0.144,16472.222222222223,7,5
1.03,Premium,H,VS1,61.2,58.0,5744,6.52,6.55,4.0,0.9954198473282443,5,0.20600000000000002,27883.495145631066,4,4
0.65,Premium,F,SI1,61.4,57.8,1748,5.5,5.56,3.39,0.9892086330935252,3,0.13,13446.153846153846,6,4
0.36,Ideal,D,VS1,61.7,55.0,1131,4.58,4.6,2.83,0.9956521739130436,1,0.072,15708.333333333334,4,5
0.75,Ideal,F,SI1,60.8,57.0,3610,5.87,5.9,3.58,0.9949152542372881,3,0.15000000000000002,24066.666666666664,6,5
1.32,Ideal,I,VS2,60.8,57.0,7209,7.07,7.02,4.28,1.0071225071225072,6,0.264,27306.81818181818,5,5
1.02,Premium,D,SI2,62.1,57.0,4381,6.41,6.37,3.97,1.0062794348508635,1,0.20400000000000001,21475.49019607843,7,4
0.41,Very Good,E,SI1,60.4,58.0,725,4.75,4.79,2.88,0.9916492693110647,2,0.082,8841.463414634147,6,3
1.18,Good,G,SI1,64.2,62.0,4678,6.6,6.51,4.25,1.0138248847926268,4,0.236,19822.033898305086,6,2
0.53,Premium,H,SI1,59.4,60.0,1132,5.24,5.26,3.12,0.9961977186311788,5,0.10600000000000001,10679.245283018867,6,4
1.02,Ideal,D,SI1,62.3,57.0,6191,6.41,6.44,4.0,0.9953416149068323,1,0.20400000000000001,30348.039215686273,6,5
0.59,Good,D,SI1,63.7,56.0,1821,5.35,5.32,3.4,1.0056390977443608,1,0.118,15432.203389830509,6,2
0.32,Ideal,F,VVS2,61.2,57.0,786,4.4,4.43,2.7,0.9932279909706547,3,0.064,12281.25,3,5
0.4,Premium,F,SI1,62.3,57.0,945,4.74,4.67,2.93,1.0149892933618845,3,0.08000000000000002,11812.499999999998,6,4
0.72,Ideal,D,SI1,61.9,55.0,2954,5.75,5.78,3.57,0.9948096885813148,1,0.144,20513.88888888889,6,5
0.51,Ideal,H,IF,62.1,55.0,1905,5.14,5.2,3.21,0.9884615384615384,5,0.10200000000000001,18676.470588235294,1,5
0.24,Very Good,D,VVS2,61.9,58.0,478,4.02,4.03,2.49,0.9975186104218361,1,0.048,9958.333333333334,3,3
0.33,Very Good,G,VVS2,61.4,55.0,692,4.46,4.5,2.75,0.991111111111111,4,0.066,10484.848484848484,3,3
0.57,Ideal,F,VVS1,62.5,56.0,2682,5.27,5.32,3.31,0.9906015037593984,3,0.11399999999999999,23526.315789473687,2,5
0.4,Premium,D,SI1,61.6,58.0,990,4.73,4.69,2.9,1.0085287846481876,1,0.08000000000000002,12374.999999999998,6,4
1.31,Ideal,H,VS1,61.5,56.0,8583,7.06,7.0,4.32,1.0085714285714285,5,0.262,32759.541984732823,4,5
0.54,Ideal,E,SI1,60.3,57.0,1777,5.28,5.3,3.19,0.9962264150943397,2,0.10800000000000001,16453.7037037037,6,5
0.38,Premium,G,VS1,61.9,58.0,833,4.62,4.66,2.87,0.9914163090128755,4,0.07600000000000001,10960.526315789471,4,4
0.3,Very Good,E,VVS1,61.8,56.0,1006,4.29,4.32,2.66,0.9930555555555555,2,0.06,16766.666666666668,2,3
0.31,Premium,E,SI1,63.0,58.0,651,4.31,4.29,2.71,1.0046620046620045,2,0.062,10500.0,6,4
1.01,Good,E,SI1,64.0,56.0,5646,6.33,6.36,4.06,0.9952830188679245,2,0.202,27950.49504950495,6,2
1.51,Very Good,H,VS2,60.9,57.0,11068,7.39,7.43,4.51,0.9946164199192463,5,0.30200000000000005,36649.00662251655,5,3
0.52,Premium,F,SI2,62.7,57.0,1073,5.11,5.07,3.19,1.0078895463510849,3,0.10400000000000001,10317.307692307691,7,4
1.24,Ideal,H,SI1,61.3,57.0,6254,6.95,6.89,4.24,1.0087082728592163,5,0.248,25217.74193548387,6,5
0.5,Premium,E,VS2,61.4,58.0,1629,5.1,5.07,3.12,1.0059171597633134,2,0.1,16290.0,5,4
0.72,Ideal,J,SI1,61.7,56.0,1853,5.77,5.81,3.57,0.9931153184165232,7,0.144,12868.055555555557,6,5
1.07,Very Good,H,SI2,62.8,57.0,4413,6.5,6.58,4.11,0.9878419452887538,5,0.21400000000000002,20621.495327102803,7,3
0.8,Very Good,E,SI2,62.6,59.0,3070,5.84,5.91,3.68,0.988155668358714,2,0.16000000000000003,19187.499999999996,7,3
0.7,Ideal,F,VS2,61.3,57.0,3008,5.7,5.76,3.51,0.9895833333333334,3,0.13999999999999999,21485.714285714286,5,5
1.21,Ideal,H,SI1,62.6,53.0,6025,6.87,6.8,4.28,1.0102941176470588,5,0.242,24896.694214876035,6,5
0.54,Premium,H,VVS2,60.6,60.0,1662,5.29,5.31,3.21,0.9962335216572505,5,0.10800000000000001,15388.888888888887,3,4
0.29,Ideal,F,SI2,60.6,59.0,496,4.31,4.37,2.63,0.9862700228832951,3,0.057999999999999996,8551.724137931034,7,5
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,1.0085324232081911,1,0.15600000000000003,17942.307692307688,6,5
0.32,Ideal,G,VS1,61.2,56.0,645,4.41,4.45,2.71,0.9910112359550561,4,0.064,10078.125,4,5
0.9,Ideal,G,VVS1,62.8,56.0,5978,6.12,6.18,3.86,0.9902912621359224,4,0.18000000000000002,33211.11111111111,2,5
0.7,Very Good,E,SI1,62.3,57.0,2604,5.63,5.7,3.53,0.987719298245614,2,0.13999999999999999,18600.000000000004,6,3
0.9,Very Good,G,SI2,61.4,58.0,3489,6.16,6.21,3.8,0.9919484702093398,4,0.18000000000000002,19383.333333333332,7,3
0.5,Good,E,VS1,61.1,58.2,1932,5.08,5.12,3.11,0.9921875,2,0.1,19320.0,4,2
0.36,Ideal,E,VS1,61.4,56.0,747,4.59,4.63,2.83,0.9913606911447084,2,0.072,10375.0,4,5
1.25,Premium,E,VS1,61.5,59.0,11088,6.95,6.91,4.26,1.0057887120115774,2,0.25,44352.0,4,4
0.8,Ideal,I,VS1,62.6,54.0,2842,5.92,5.96,3.72,0.9932885906040269,6,0.16000000000000003,17762.499999999996,4,5
1.01,Ideal,G,SI2,59.6,57.0,4327,6.59,6.54,3.91,1.007645259938838,4,0.202,21420.79207920792,7,5
0.36,Ideal,F,VVS1,61.0,55.0,1028,4.6,4.62,2.81,0.9956709956709956,3,0.072,14277.77777777778,2,5
0.94,Very Good,E,SI2,62.0,60.0,3963,6.19,6.22,3.85,0.9951768488745981,2,0.188,21079.787234042553,7,3
1.0,Premium,F,SI1,62.3,59.0,5292,6.43,6.37,3.99,1.009419152276295,3,0.2,26460.0,6,4
0.53,Ideal,G,VS1,61.9,56.0,1721,5.17,5.2,3.21,0.9942307692307691,4,0.10600000000000001,16235.849056603773,4,5
1.01,Very Good,E,VS2,62.9,58.0,6666,6.36,6.39,4.01,0.995305164319249,2,0.202,33000.0,5,3
0.34,Ideal,G,IF,61.3,56.0,974,4.52,4.55,2.78,0.9934065934065933,4,0.068,14323.529411764704,1,5
1.3,Premium,J,VS1,61.6,56.0,6334,7.06,7.0,4.33,1.0085714285714285,7,0.26,24361.53846153846,4,4
0.57,Ideal,E,VVS2,61.9,55.0,2534,5.34,5.36,3.31,0.9962686567164178,2,0.11399999999999999,22228.0701754386,3,5
1.01,Very Good,E,SI1,60.0,60.0,5461,6.43,6.51,3.88,0.9877112135176651,2,0.202,27034.65346534653,6,3
0.84,Ideal,I,VS2,61.7,55.0,3475,6.07,6.11,3.76,0.9934533551554828,6,0.168,20684.52380952381,5,5
0.71,Ideal,I,VS1,62.0,58.0,2266,5.75,5.72,3.55,1.0052447552447552,6,0.142,15957.746478873241,4,5
0.3,Ideal,F,SI1,60.9,55.0,550,4.34,4.38,2.66,0.9908675799086758,3,0.06,9166.666666666668,6,5
0.34,Ideal,H,VVS2,61.8,54.0,686,4.47,4.49,2.77,0.9955456570155901,5,0.068,10088.235294117647,3,5
0.27,Very Good,E,VVS2,63.0,56.0,622,4.12,4.14,2.6,0.995169082125604,2,0.054000000000000006,11518.518518518516,3,3
0.71,Very Good,E,VS2,63.3,59.0,2922,5.62,5.66,3.57,0.9929328621908127,2,0.142,20577.464788732395,5,3
0.43,Premium,F,VS2,61.1,57.0,968,4.9,4.86,2.98,1.008230452674897,3,0.08600000000000001,11255.81395348837,5,4
0.9,Good,H,VS2,61.5,61.0,4156,6.15,6.24,3.81,0.9855769230769231,5,0.18000000000000002,23088.888888888887,5,2
1.61,Very Good,H,VS2,59.4,58.0,11627,7.64,7.74,4.57,0.9870801033591731,5,0.32200000000000006,36108.695652173905,5,3
0.31,Premium,H,VS2,59.7,61.0,628,4.42,4.39,2.63,1.0068337129840548,5,0.062,10129.032258064517,5,4
0.75,Premium,D,SI1,61.3,59.0,2484,5.89,5.82,3.59,1.0120274914089347,1,0.15000000000000002,16559.999999999996,6,4
1.2,Very Good,E,SI2,61.4,58.0,6130,6.81,6.88,4.2,0.9898255813953488,2,0.24,25541.666666666668,7,3
0.31,Ideal,I,VVS1,62.1,54.0,511,4.34,4.39,2.71,0.9886104783599089,6,0.062,8241.935483870968,2,5
0.31,Ideal,F,VS2,62.6,55.0,625,4.29,4.33,2.7,0.9907621247113164,3,0.062,10080.645161290322,5,5
0.31,Good,D,VS1,61.7,61.0,653,4.32,4.34,2.67,0.9953917050691246,1,0.062,10532.258064516129,4,2
1.19,Premium,E,VS1,59.8,58.0,9263,7.01,6.94,4.17,1.010086455331412,2,0.238,38920.16806722689,4,4
0.3,Premium,D,VS1,61.6,57.0,979,4.33,4.3,2.66,1.0069767441860467,1,0.06,16316.666666666668,4,4
0.7,Ideal,H,VS2,62.4,56.0,2398,5.63,5.72,3.54,0.9842657342657343,5,0.13999999999999999,17128.57142857143,5,5
0.32,Ideal,G,VVS1,61.1,57.0,842,4.41,4.43,2.7,0.9954853273137698,4,0.064,13156.25,2,5
0.75,Ideal,H,SI1,61.9,56.0,3011,5.81,5.85,3.61,0.9931623931623932,5,0.15000000000000002,20073.333333333332,6,5
0.38,Very Good,H,VS2,61.6,56.0,710,4.68,4.71,2.89,0.9936305732484076,5,0.07600000000000001,9342.105263157893,5,3
0.24,Very Good,F,VVS1,62.5,55.0,608,3.98,4.02,2.49,0.9900497512437811,3,0.048,12666.666666666666,2,3
1.24,Ideal,G,VS1,61.9,54.0,8584,6.89,6.92,4.27,0.9956647398843931,4,0.248,34612.903225806454,4,5
0.32,Ideal,F,VS1,61.3,56.0,900,4.44,4.4,2.71,1.009090909090909,3,0.064,14062.5,4,5
1.05,Very Good,D,SI1,59.3,58.0,6063,6.68,6.74,3.98,0.9910979228486646,1,0.21000000000000002,28871.42857142857,6,3
0.31,Ideal,I,SI1,62.2,56.0,537,4.37,4.34,2.71,1.0069124423963134,6,0.062,8661.290322580646,6,5
0.32,Ideal,G,SI2,61.8,55.0,450,4.4,4.43,2.73,0.9932279909706547,4,0.064,7031.25,7,5
0.41,Ideal,E,VVS2,60.9,56.0,1243,4.81,4.75,2.91,1.0126315789473683,2,0.082,15158.536585365853,3,5
0.9,Good,G,SI1,62.2,62.5,3816,6.08,6.1,3.78,0.9967213114754099,4,0.18000000000000002,21199.999999999996,6,2
0.3,Ideal,G,VVS1,60.4,58.0,747,4.36,4.38,2.64,0.995433789954338,4,0.06,12450.0,2,5
1.0,Ideal,E,VS2,59.6,57.0,7168,6.43,6.42,3.83,1.0015576323987538,2,0.2,35840.0,5,5
0.9,Very Good,I,SI1,61.4,55.0,3271,6.19,6.28,3.83,0.9856687898089173,6,0.18000000000000002,18172.22222222222,6,3
0.31,Ideal,D,VS2,62.2,55.0,942,4.34,4.31,2.69,1.0069605568445477,1,0.062,15193.548387096775,5,5
0.82,Very Good,E,SI2,63.3,56.0,2975,5.99,5.95,3.78,1.0067226890756302,2,0.164,18140.243902439022,7,3
0.3,Good,H,SI2,63.9,56.0,473,4.27,4.24,2.72,1.007075471698113,5,0.06,7883.333333333334,7,2
0.73,Ideal,G,SI1,60.9,57.0,3089,5.81,5.85,3.55,0.9931623931623932,4,0.146,21157.534246575342,6,5
0.43,Ideal,E,VVS2,60.8,57.0,1135,4.9,4.87,2.97,1.0061601642710474,2,0.08600000000000001,13197.67441860465,3,5
1.51,Premium,H,SI1,61.3,60.0,10012,7.33,7.29,4.48,1.0054869684499315,5,0.30200000000000005,33152.3178807947,6,4
0.56,Ideal,G,VS2,62.1,56.0,1698,5.31,5.29,3.29,1.0037807183364837,4,0.11200000000000002,15160.714285714284,5,5
0.63,Ideal,H,VS2,62.1,54.0,1641,5.51,5.54,3.43,0.9945848375451263,5,0.126,13023.809523809523,5,5
0.31,Ideal,H,VVS2,62.2,57.0,802,4.36,4.32,2.7,1.0092592592592593,5,0.062,12935.483870967742,3,5
0.32,Very Good,F,VS2,61.1,58.0,645,4.39,4.42,2.69,0.9932126696832578,3,0.064,10078.125,5,3
0.23,Very Good,E,VVS2,63.3,56.0,680,3.92,3.88,2.47,1.0103092783505154,2,0.046000000000000006,14782.608695652172,3,3
1.06,Ideal,H,SI2,60.9,56.0,4563,6.58,6.63,4.02,0.9924585218702866,5,0.21200000000000002,21523.584905660377,7,5
1.03,Good,J,SI1,63.6,57.0,2855,6.38,6.29,4.03,1.0143084260731319,7,0.20600000000000002,13859.223300970873,6,2
0.6,Ideal,E,SI1,60.6,57.0,1613,5.43,5.47,3.3,0.9926873857404022,2,0.12,13441.666666666668,6,5
1.07,Premium,H,SI1,61.5,57.0,5123,6.63,6.55,4.05,1.0122137404580154,5,0.21400000000000002,23939.252336448597,6,4
1.51,Very Good,J,VS2,60.2,59.0,7418,7.35,7.36,4.43,0.9986413043478259,7,0.30200000000000005,24562.913907284765,5,3
0.72,Ideal,E,VS2,61.3,57.0,3223,5.76,5.79,3.54,0.9948186528497409,2,0.144,22381.944444444445,5,5
1.02,Ideal,D,VS1,61.2,56.0,8658,6.48,6.53,3.98,0.992343032159265,1,0.20400000000000001,42441.17647058823,4,5
0.32,Ideal,I,VVS2,61.5,56.0,720,4.42,4.4,2.71,1.0045454545454544,6,0.064,11250.0,3,5
0.31,Premium,E,VS2,61.6,59.0,680,4.32,4.35,2.67,0.9931034482758622,2,0.062,10967.741935483871,5,4
0.35,Premium,H,VVS1,59.9,59.0,1024,4.61,4.57,2.75,1.0087527352297594,5,0.06999999999999999,14628.57142857143,2,4
0.32,Very Good,I,VVS1,60.9,57.0,596,4.45,4.48,2.71,0.9933035714285714,6,0.064,9312.5,2,3
0.33,Premium,D,VS2,60.7,58.0,1002,4.5,4.46,2.72,1.0089686098654709,1,0.066,15181.818181818182,5,4
0.95,Premium,F,SI2,62.4,59.0,4171,6.26,6.21,3.89,1.0080515297906603,3,0.19,21952.631578947367,7,4
0.35,Ideal,E,VVS1,61.9,56.0,967,4.55,4.53,2.81,1.0044150110375274,2,0.06999999999999999,13814.285714285716,2,5
1.01,Very Good,I,VS1,59.7,58.0,4858,6.53,6.57,3.91,0.9939117199391172,6,0.202,24049.504950495048,4,3
0.55,Very Good,I,SI2,61.5,60.0,1087,5.23,5.25,3.22,0.9961904761904763,6,0.11000000000000001,9881.81818181818,7,3
1.01,Very Good,F,VS2,63.7,56.0,6289,6.29,6.34,4.02,0.9921135646687698,3,0.202,31133.66336633663,5,3
1.14,Ideal,F,SI2,61.7,56.0,4591,6.71,6.67,4.13,1.0059970014992503,3,0.22799999999999998,20135.964912280702,7,5
0.27,Very Good,G,VVS1,60.1,58.0,566,4.21,4.23,2.53,0.995271867612293,4,0.054000000000000006,10481.48148148148,2,3
1.01,Fair,G,SI1,60.4,62.0,4646,6.31,6.34,3.82,0.9952681388012617,4,0.202,23000.0,6,1
1.05,Premium,G,SI2,60.7,61.0,3599,6.56,6.52,3.97,1.0061349693251533,4,0.21000000000000002,17138.095238095237,7,4
1.56,Good,H,SI1,63.7,57.0,7862,7.34,7.25,4.65,1.0124137931034483,5,0.31200000000000006,25198.717948717946,6,2
0.51,Ideal,E,VS2,62.4,57.0,1781,5.13,5.1,3.19,1.0058823529411764,2,0.10200000000000001,17460.78431372549,5,5
0.32,Ideal,E,IF,62.9,54.0,1018,4.37,4.41,2.76,0.9909297052154195,2,0.064,15906.25,1,5
1.21,Premium,D,SI2,59.7,58.0,4946,7.06,6.96,4.19,1.014367816091954,1,0.242,20438.016528925622,7,4
0.56,Ideal,D,SI1,60.5,57.0,1814,5.36,5.31,3.23,1.009416195856874,1,0.11200000000000002,16196.428571428569,6,5
0.57,Ideal,E,SI2,58.8,57.0,1357,5.49,5.46,3.22,1.0054945054945055,2,0.11399999999999999,11903.508771929826,7,5
0.33,Ideal,F,VS2,60.5,55.0,666,4.47,4.55,2.73,0.9824175824175824,3,0.066,10090.90909090909,5,5
1.26,Good,J,SI1,63.9,58.0,4255,6.78,6.74,4.32,1.0059347181008902,7,0.252,16884.920634920636,6,2
0.52,Premium,E,SI1,60.3,58.0,1369,5.2,5.24,3.15,0.9923664122137404,2,0.10400000000000001,13163.461538461537,6,4
1.33,Very Good,G,SI2,62.0,59.0,6603,7.1,7.04,4.38,1.0085227272727273,4,0.266,24823.30827067669,7,3
0.4,Good,D,SI2,63.8,54.0,622,4.7,4.73,3.01,0.9936575052854122,1,0.08000000000000002,7774.999999999998,7,2
0.27,Very Good,E,SI1,61.2,57.0,407,4.2,4.23,2.58,0.9929078014184397,2,0.054000000000000006,7537.0370370370365,6,3
0.55,Ideal,F,SI2,62.3,57.0,1175,5.22,5.27,3.27,0.9905123339658445,3,0.11000000000000001,10681.81818181818,7,5
0.33,Ideal,E,VVS2,61.0,54.0,741,4.49,4.52,2.75,0.9933628318584072,2,0.066,11227.272727272726,3,5
1.59,Ideal,J,SI2,62.1,54.0,7155,7.51,7.44,4.64,1.0094086021505375,7,0.31800000000000006,22499.999999999996,7,5
0.24,Very Good,E,VVS2,58.9,63.0,485,4.05,4.07,2.39,0.9950859950859949,2,0.048,10104.166666666666,3,3
0.34,Very Good,H,VS1,63.1,57.0,765,4.44,4.4,2.79,1.009090909090909,5,0.068,11250.0,4,3
0.41,Good,I,VS1,63.7,57.0,969,4.72,4.67,2.99,1.0107066381156316,6,0.082,11817.073170731706,4,2
0.51,Premium,E,VS1,62.0,61.0,1758,5.14,5.11,3.18,1.0058708414872797,2,0.10200000000000001,17235.294117647056,4,4
0.9,Good,G,SI1,63.2,62.0,3574,6.09,6.19,3.88,0.9838449111470112,4,0.18000000000000002,19855.555555555555,6,2
0.42,Premium,G,VS2,60.6,58.0,1087,4.88,4.83,2.94,1.010351966873706,4,0.084,12940.476190476189,5,4
1.51,Good,I,SI1,63.7,58.0,8313,7.22,7.26,4.61,0.9944903581267217,6,0.30200000000000005,27526.49006622516,6,2
0.41,Very Good,F,SI1,63.4,57.0,904,4.74,4.73,3.0,1.0021141649048626,3,0.082,11024.390243902439,6,3
1.01,Premium,G,VS2,62.4,58.0,5999,6.38,6.41,3.99,0.9953198127925117,4,0.202,29698.019801980197,5,4
0.41,Ideal,F,VS2,60.9,57.0,863,4.74,4.78,2.9,0.9916317991631799,3,0.082,10524.390243902439,5,5
1.02,Very Good,E,IF,61.7,60.0,10029,6.38,6.52,3.98,0.9785276073619632,2,0.20400000000000001,49161.76470588235,1,3
1.52,Premium,G,I1,62.3,60.0,4345,7.34,7.28,4.56,1.0082417582417582,4,0.30400000000000005,14292.763157894735,8,4
0.57,Ideal,F,VVS1,62.3,55.0,2555,5.31,5.32,3.31,0.9981203007518795,3,0.11399999999999999,22412.28070175439,2,5
0.58,Ideal,F,VS2,62.1,56.0,1666,5.33,5.37,3.32,0.9925512104283054,3,0.11599999999999999,14362.068965517243,5,5
0.93,Ideal,G,IF,62.2,58.0,5879,6.25,6.22,3.88,1.004823151125402,4,0.18600000000000003,31607.526881720427,1,5
0.35,Premium,E,VS2,60.9,59.0,984,4.56,4.54,2.77,1.0044052863436121,2,0.06999999999999999,14057.142857142859,5,4
0.34,Ideal,D,VS1,60.9,56.0,1109,4.56,4.51,2.76,1.0110864745011086,1,0.068,16308.823529411764,4,5
1.61,Ideal,G,SI1,61.2,55.0,11192,7.57,7.62,4.65,0.9934383202099738,4,0.32200000000000006,34757.76397515527,6,5
1.5,Premium,E,SI2,61.7,58.0,8190,7.2,7.17,4.43,1.00418410041841,2,0.30000000000000004,27299.999999999996,7,4
1.21,Good,G,VVS2,63.8,55.0,6559,6.74,6.65,4.28,1.0135338345864662,4,0.242,27103.30578512397,3,2
1.01,Very Good,E,VS1,62.1,58.0,6997,6.39,6.45,3.99,0.9906976744186046,2,0.202,34638.61386138613,4,3
0.7,Good,E,VS1,59.8,62.0,2973,5.74,5.8,3.45,0.9896551724137932,2,0.13999999999999999,21235.714285714286,4,2
0.3,Ideal,H,VS2,61.9,57.0,491,4.28,4.31,2.66,0.9930394431554526,5,0.06,8183.333333333334,5,5
1.0,Premium,G,VS1,59.1,61.0,6552,6.54,6.48,3.85,1.0092592592592593,4,0.2,32760.0,4,4
0.41,Ideal,G,VS1,61.9,57.0,899,4.76,4.81,2.96,0.9896049896049897,4,0.082,10963.41463414634,4,5
0.24,Very Good,D,VVS2,60.6,59.0,552,4.0,4.02,2.43,0.9950248756218907,1,0.048,11500.0,3,3
0.76,Ideal,F,SI1,61.7,55.0,2682,5.87,5.9,3.63,0.9949152542372881,3,0.15200000000000002,17644.73684210526,6,5
0.32,Ideal,E,VS1,61.6,57.0,972,4.39,4.35,2.69,1.0091954022988505,2,0.064,15187.5,4,5
0.3,Ideal,D,SI1,62.5,57.0,709,4.28,4.26,2.67,1.0046948356807512,1,0.06,11816.666666666668,6,5
0.31,Premium,F,VS2,61.7,58.0,802,4.38,4.34,2.69,1.0092165898617511,3,0.062,12935.483870967742,5,4
0.33,Ideal,E,VS2,61.9,56.0,928,4.45,4.4,2.74,1.0113636363636362,2,0.066,14060.60606060606,5,5
1.51,Very Good,E,SI2,63.2,56.0,10012,7.32,7.26,4.61,1.0082644628099173,2,0.30200000000000005,33152.3178807947,7,3
1.31,Premium,H,VS2,59.8,58.0,7732,7.19,7.09,4.27,1.0141043723554302,5,0.262,29511.450381679388,5,4
1.51,Good,I,VS2,63.7,58.0,9116,7.23,7.21,4.6,1.0027739251040222,6,0.30200000000000005,30185.430463576155,5,2
0.32,Ideal,G,VS2,61.6,54.0,560,4.4,4.43,2.72,0.9932279909706547,4,0.064,8750.0,5,5
1.17,Ideal,G,SI2,62.6,55.0,5743,6.74,6.78,4.23,0.9941002949852508,4,0.23399999999999999,24542.735042735043,7,5
0.51,Very Good,I,SI2,60.5,56.0,1105,5.23,5.25,3.17,0.9961904761904763,6,0.10200000000000001,10833.333333333332,7,3
0.3,Very Good,E,VVS2,61.4,60.0,789,4.25,4.28,2.62,0.9929906542056074,2,0.06,13150.0,3,3
1.29,Ideal,J,SI1,61.6,57.0,5237,7.0,7.06,4.33,0.991501416430595,7,0.258,20298.4496124031,6,5
0.36,Ideal,G,SI2,61.4,54.0,505,4.59,4.66,2.84,0.9849785407725321,4,0.072,7013.88888888889,7,5
0.54,Very Good,E,VS1,61.8,58.0,1889,5.23,5.28,3.25,0.9905303030303031,2,0.10800000000000001,17490.740740740737,4,3
1.14,Premium,J,SI1,62.4,59.0,3792,6.7,6.62,4.16,1.0120845921450152,7,0.22799999999999998,16631.578947368424,6,4
0.72,Very Good,I,VS1,60.7,56.0,2401,5.78,5.82,3.52,0.993127147766323,6,0.144,16673.611111111113,4,3
0.81,Ideal,E,SI1,62.4,57.0,3109,5.92,5.97,3.71,0.9916247906197655,2,0.16200000000000003,19191.358024691355,6,5
1.21,Very Good,F,SI2,61.5,61.0,5290,6.77,6.82,4.18,0.9926686217008797,3,0.242,21859.504132231406,7,3
0.39,Premium,E,SI2,63.0,61.0,834,4.65,4.62,2.92,1.0064935064935066,2,0.07800000000000001,10692.30769230769,7,4
0.9,Very Good,H,SI2,62.4,58.0,3250,6.11,6.16,3.83,0.9918831168831169,5,0.18000000000000002,18055.555555555555,7,3
0.37,Very Good,H,SI1,62.6,63.0,613,4.6,4.5,2.85,1.0222222222222221,5,0.074,8283.783783783783,6,3
0.96,Very Good,G,SI1,60.3,57.0,4265,6.35,6.38,3.84,0.9952978056426331,4,0.192,22213.541666666668,6,3
0.3,Ideal,H,SI1,61.9,54.0,389,4.33,4.36,2.69,0.9931192660550459,5,0.06,6483.333333333334,6,5
0.86,Premium,E,SI1,61.9,61.0,3323,6.07,5.99,3.73,1.013355592654424,2,0.17200000000000001,19319.767441860462,6,4
0.77,Good,F,SI1,64.2,52.0,2789,5.81,5.77,3.72,1.0069324090121317,3,0.15400000000000003,18110.389610389608,6,2
1.01,Very Good,H,SI2,58.9,60.0,4185,6.62,6.58,3.89,1.006079027355623,5,0.202,20717.821782178216,7,3
0.41,Premium,E,VS2,61.3,58.0,935,4.74,4.79,2.92,0.989561586638831,2,0.082,11402.439024390244,5,4
0.74,Premium,D,VS1,62.7,56.0,3365,5.8,5.77,3.63,1.0051993067590987,1,0.148,22736.486486486487,4,4
1.5,Good,G,SI2,64.3,57.0,8190,7.29,7.2,4.66,1.0125,4,0.30000000000000004,27299.999999999996,7,2
1.24,Premium,F,VVS2,62.0,55.0,11231,6.95,6.88,4.29,1.0101744186046513,3,0.248,45286.290322580644,3,4
0.7,Good,F,SI2,64.1,58.0,1792,5.58,5.53,3.56,1.0090415913200723,3,0.13999999999999999,12800.000000000002,7,2
1.2,Premium,F,VS1,61.8,59.0,8669,6.79,6.76,4.19,1.0044378698224852,3,0.24,36120.833333333336,4,4
0.59,Ideal,G,VS1,64.1,54.0,1803,5.37,5.3,3.42,1.0132075471698114,4,0.118,15279.661016949154,4,5
0.32,Ideal,G,VVS1,61.9,56.0,1080,4.4,4.39,2.72,1.0022779043280183,4,0.064,16875.0,2,5
0.35,Ideal,H,VS2,61.2,56.0,571,4.53,4.56,2.78,0.9934210526315791,5,0.06999999999999999,8157.142857142858,5,5
0.31,Very Good,I,VS2,60.8,60.0,435,4.37,4.42,2.67,0.9886877828054299,6,0.062,7016.129032258064,5,3
0.34,Ideal,H,SI1,61.1,56.0,508,4.52,4.55,2.77,0.9934065934065933,5,0.068,7470.588235294117,6,5
0.41,Very Good,F,VS2,59.4,60.0,951,4.85,4.89,2.89,0.9918200408997955,3,0.082,11597.560975609756,5,3
1.02,Ideal,H,SI2,60.7,57.0,4398,6.54,6.51,3.96,1.0046082949308757,5,0.20400000000000001,21558.823529411762,7,5
0.4,Premium,D,SI2,61.1,58.0,666,4.73,4.76,2.9,0.9936974789915968,1,0.08000000000000002,8324.999999999998,7,4
0.43,Premium,G,VVS1,60.9,58.0,1264,4.91,4.88,2.98,1.0061475409836067,4,0.08600000000000001,14697.67441860465,2,4
1.02,Ideal,J,VS2,62.0,56.0,4485,6.42,6.45,3.99,0.9953488372093023,7,0.20400000000000001,21985.294117647056,5,5
